"ZIP Code","Week Number","Week Start","Week End","Cases - Weekly","Cases - Cumulative","Case Rate - Weekly","Case Rate - Cumulative","Deaths - Weekly","Deaths - Cumulative","Death Rate - Weekly","Death Rate - Cumulative","Population.x","Total Doses - Daily","Total Doses - Cumulative","Vaccine Series Completed - Daily","Vaccine Series Completed - Cumulative","Vaccine Series Completed  - Percent Population","Population.y"
"60608",3,"01/16/2022",2022-01-22,350,14648,442,18493.8,3,189,3.8,238.6,79205,357,125740,47,50612,0.632,80059
"60603",1,"01/02/2022",2022-01-08,35,224,2981,19080.1,0,0,0,0,1174,4,3886,1,1391,1.32,1052
"60610",1,"01/02/2022",2022-01-08,507,7044,1299,18052.7,4,41,10.3,105.1,39019,84,72760,9,28720,0.708,40548
"60613",3,"01/16/2022",2022-01-22,219,8790,437,17540.4,0,59,0,117.7,50113,126,102152,19,39767,0.783,50761
"60614",1,"01/02/2022",2022-01-08,925,11765,1297,16498.9,3,105,4.2,147.2,71308,210,126856,29,49773,0.692,71954
"60629",3,"01/16/2022",2022-01-22,539,27122,482,24248.5,7,320,6.3,286.1,111850,853,184816,109,76866,0.699,110029
"60613",1,"01/02/2022",2022-01-08,771,8102,1538,16167.5,2,55,4,109.8,50113,211,99843,28,39458,0.777,50761
"60618",1,"01/02/2022",2022-01-08,1585,15681,1679,16612.1,5,145,5.3,153.6,94395,482,166021,70,67680,0.713,94907
"60623",1,"01/02/2022",2022-01-08,1615,17401,1878,20238.7,5,298,5.8,346.6,85979,449,117992,104,50048,0.616,81283
"60629",1,"01/02/2022",2022-01-08,1976,25518,1767,22814.5,5,305,4.5,272.7,111850,706,175671,145,75163,0.683,110029
"60638",3,"01/16/2022",2022-01-22,339,13861,577,23574.3,2,170,3.4,289.1,58797,245,89066,16,36811,0.627,58669
"60604",1,"01/02/2022",2022-01-08,48,285,6138,36445,0,0,0,0,782,8,2102,2,793,0.964,823
"60608",1,"01/02/2022",2022-01-08,1219,13573,1539,17136.5,3,184,3.8,232.3,79205,379,121075,71,49839,0.623,80059
"60617",1,"01/02/2022",2022-01-08,919,13907,1114,16850,6,209,7.3,253.2,82534,199,103068,50,43199,0.517,83553
"60619",3,"01/16/2022",2022-01-22,188,10387,307,16956.2,7,199,11.4,324.9,61258,162,79095,41,32380,0.529,61207
"60612",1,"01/02/2022",2022-01-08,598,6825,1743,19891.6,5,85,14.6,247.7,34311,87,47353,17,19561,0.58,33735
"60612",3,"01/16/2022",2022-01-22,160,7295,466,21261.4,3,89,8.7,259.4,34311,70,49130,11,19943,0.591,33735
"60617",3,"01/16/2022",2022-01-22,269,14695,326,17804.8,13,233,15.8,282.3,82534,249,107104,44,44162,0.529,83553
"60628",1,"01/02/2022",2022-01-08,877,11224,1314,16821.5,10,269,15,403.2,66724,145,77718,47,32245,0.502,64254
"60633",3,"01/16/2022",2022-01-22,44,2429,342,18871.9,1,26,7.8,202,12871,23,13184,3,5587,0.44,12689
"60644",50,"12/12/2021",2021-12-18,339,6208,710,13011.4,2,158,4.2,331.2,47712,90,48508,19,21358,0.458,46591
"60644",51,"12/19/2021",2021-12-25,680,6888,1425,14436.6,4,162,8.4,339.5,47712,0,49375,0,21532,0.462,46591
"60644",52,"12/26/2021",2022-01-01,1027,7915,2152,16589.1,4,166,8.4,347.9,47712,2,50231,1,21713,0.466,46591
"60628",3,"01/16/2022",2022-01-22,176,11823,264,17719.3,11,290,16.5,434.6,66724,154,80658,49,33017,0.514,64254
"60644",1,"01/02/2022",2022-01-08,738,8653,1547,18135.9,6,172,12.6,360.5,47712,98,51402,30,21983,0.472,46591
"60644",2,"01/09/2022",2022-01-15,329,8982,690,18825.5,8,180,16.8,377.3,47712,101,52677,17,22259,0.478,46591
"60609",1,"01/02/2022",2022-01-08,866,11686,1408,19003.2,5,187,8.1,304.1,61495,245,87923,67,37137,0.609,60939
"60609",3,"01/16/2022",2022-01-22,291,12642,473,20557.8,3,197,4.9,320.4,61495,255,92382,41,37972,0.623,60939
"60620",1,"01/02/2022",2022-01-08,833,11064,1223,16247.7,9,235,13.2,345.1,68096,168,79669,44,33427,0.494,67711
"60624",1,"01/02/2022",2022-01-08,583,6596,1612,18242.2,3,106,8.3,293.2,36158,70,40484,17,17332,0.497,34892
"60644",3,"01/16/2022",2022-01-22,161,9143,337,19162.9,6,186,12.6,389.8,47712,133,53871,14,22531,0.484,46591
"60644",4,"01/23/2022",2022-01-29,75,9218,157,19320.1,4,190,8.4,398.2,47712,95,54969,33,22910,0.492,46591
"60644",5,"01/30/2022",2022-02-05,43,9261,90,19410.2,3,193,6.3,404.5,47712,135,55893,48,23288,0.5,46591
"60644",6,"02/06/2022",2022-02-12,33,9294,69,19479.4,4,197,8.4,412.9,47712,79,56844,40,23689,0.508,46591
"60605",1,"01/02/2022",2022-01-08,411,4281,1494,15556.5,0,14,0,50.9,27519,74,57703,16,22547,0.776,29060
"60605",3,"01/16/2022",2022-01-22,112,4625,407,16806.6,0,14,0,50.9,27519,67,59130,4,22719,0.782,29060
"60616",1,"01/02/2022",2022-01-08,661,7190,1214,13201.4,1,121,1.8,222.2,54464,347,93025,154,37631,0.694,54197
"60654",50,"12/12/2021",2021-12-18,296,3017,1547,15766.9,0,6,0,31.4,19135,89,39923,7,16470,0.823,20022
"60654",51,"12/19/2021",2021-12-25,414,3431,2164,17930.5,0,6,0,31.4,19135,0,40821,0,16545,0.826,20022
"60654",52,"12/26/2021",2022-01-01,232,3663,1212,19142.9,0,6,0,31.4,19135,6,41457,1,16607,0.829,20022
"60654",1,"01/02/2022",2022-01-08,309,3972,1615,20757.8,2,8,10.5,41.8,19135,56,41985,2,16669,0.833,20022
"60654",2,"01/09/2022",2022-01-15,143,4115,747,21505.1,0,8,0,41.8,19135,40,42522,3,16737,0.836,20022
"60654",3,"01/16/2022",2022-01-22,65,4180,340,21844.8,0,8,0,41.8,19135,46,42881,6,16789,0.839,20022
"60654",4,"01/23/2022",2022-01-29,53,4233,277,22121.8,0,8,0,41.8,19135,30,43182,6,16843,0.841,20022
"60654",5,"01/30/2022",2022-02-05,25,4258,131,22252.4,0,8,0,41.8,19135,33,43446,4,16883,0.843,20022
"60654",6,"02/06/2022",2022-02-12,30,4288,157,22409.2,0,8,0,41.8,19135,20,43643,1,16922,0.845,20022
"60654",7,"02/13/2022",2022-02-19,10,4298,52,22461.5,0,8,0,41.8,19135,17,43748,5,16948,0.846,20022
"60608",51,"12/19/2021",2021-12-25,844,11003,1066,13891.8,8,177,10.1,223.5,79205,1,116385,0,49149,0.614,80059
"60613",51,"12/19/2021",2021-12-25,876,6471,1748,12912.8,0,52,0,103.8,50113,2,96821,0,39102,0.77,50761
"60603",51,"12/19/2021",2021-12-25,24,158,2044,13458.3,0,0,0,0,1174,0,3756,0,1386,1.32,1052
"60604",51,"12/19/2021",2021-12-25,28,190,3581,24296.7,0,0,0,0,782,0,2028,0,780,0.948,823
"60612",51,"12/19/2021",2021-12-25,544,5495,1586,16015.3,0,78,0,227.3,34311,1,45523,0,19239,0.57,33735
"60617",51,"12/19/2021",2021-12-25,797,11672,966,14142.1,4,197,4.8,238.7,82534,1,99596,0,42433,0.508,83553
"60619",51,"12/19/2021",2021-12-25,837,8007,1366,13070.9,3,171,4.9,279.1,61258,1,73449,0,30982,0.506,61207
"60633",51,"12/19/2021",2021-12-25,127,1912,987,14855.1,0,22,0,170.9,12871,0,12306,0,5380,0.424,12689
"60605",51,"12/19/2021",2021-12-25,466,3367,1693,12235.2,0,14,0,50.9,27519,0,56141,0,22342,0.769,29060
"60609",51,"12/19/2021",2021-12-25,522,9689,849,15755.8,6,178,9.8,289.5,61495,2,84234,0,36488,0.599,60939
"60616",51,"12/19/2021",2021-12-25,604,5744,1109,10546.4,4,118,7.3,216.7,54464,2,89205,0,36923,0.681,54197
"60620",51,"12/19/2021",2021-12-25,909,9016,1335,13240.1,4,220,5.9,323.1,68096,1,76631,0,32734,0.483,67711
"60624",51,"12/19/2021",2021-12-25,572,5357,1582,14815.5,2,102,5.5,282.1,36158,1,38667,0,16909,0.485,34892
"60628",51,"12/19/2021",2021-12-25,940,9061,1409,13579.8,3,254,4.5,380.7,66724,1,74779,1,31563,0.491,64254
"60632",51,"12/19/2021",2021-12-25,572,15949,628,17518.9,1,225,1.1,247.1,91039,0,137233,0,60070,0.669,89857
"60645",50,"12/12/2021",2021-12-18,221,6419,463,13448,0,131,0,274.4,47732,174,75618,27,32282,0.683,47270
"60645",51,"12/19/2021",2021-12-25,414,6833,867,14315.3,1,132,2.1,276.5,47732,8,77103,1,32514,0.688,47270
"60645",52,"12/26/2021",2022-01-01,777,7610,1628,15943.2,4,136,8.4,284.9,47732,9,78528,1,32806,0.694,47270
"60645",1,"01/02/2022",2022-01-08,806,8416,1689,17631.8,2,138,4.2,289.1,47732,211,80239,47,33167,0.702,47270
"60645",2,"01/09/2022",2022-01-15,536,8952,1123,18754.7,2,140,4.2,293.3,47732,169,81896,24,33464,0.708,47270
"60645",3,"01/16/2022",2022-01-22,341,9293,714,19469.1,3,143,6.3,299.6,47732,149,83145,21,33729,0.714,47270
"60645",5,"01/30/2022",2022-02-05,116,9565,243,20039,3,147,6.3,308,47732,132,85223,53,34436,0.728,47270
"60645",6,"02/06/2022",2022-02-12,67,9632,140,20179.3,0,147,0,308,47732,70,85951,29,34760,0.735,47270
"60655",50,"12/12/2021",2021-12-18,249,4819,864,16730.3,0,39,0,135.4,28804,101,40529,34,17555,0.614,28569
"60655",51,"12/19/2021",2021-12-25,430,5249,1493,18223.2,0,39,0,135.4,28804,0,41273,0,17688,0.619,28569
"60655",52,"12/26/2021",2022-01-01,589,5838,2045,20268,1,40,3.5,138.9,28804,4,42081,1,17820,0.624,28569
"60655",1,"01/02/2022",2022-01-08,449,6287,1559,21826.8,1,41,3.5,142.3,28804,41,42764,8,17940,0.628,28569
"60655",2,"01/09/2022",2022-01-15,207,6494,719,22545.5,2,43,6.9,149.3,28804,65,43456,14,18050,0.632,28569
"60655",3,"01/16/2022",2022-01-22,135,6629,469,23014.2,4,47,13.9,163.2,28804,81,43988,17,18223,0.638,28569
"60655",4,"01/23/2022",2022-01-29,90,6719,312,23326.6,2,49,6.9,170.1,28804,58,44397,19,18402,0.644,28569
"60655",5,"01/30/2022",2022-02-05,32,6751,111,23437.7,2,51,6.9,177.1,28804,23,44693,14,18551,0.649,28569
"60655",6,"02/06/2022",2022-02-12,24,6775,83,23521,1,52,3.5,180.5,28804,43,44942,20,18647,0.653,28569
"60655",7,"02/13/2022",2022-02-19,19,6794,66,23587,0,52,0,180.5,28804,19,45096,13,18711,0.655,28569
"60656",50,"12/12/2021",2021-12-18,170,4411,616,15994.1,0,61,0,221.2,27579,99,39003,13,17105,0.606,28218
"60646",4,"01/23/2022",2022-01-29,100,5749,357,20541.7,0,93,0,332.3,27987,61,53445,15,21165,0.741,28569
"60646",5,"01/30/2022",2022-02-05,67,5816,239,20781.1,1,94,3.6,335.9,27987,38,53788,12,21285,0.745,28569
"60646",6,"02/06/2022",2022-02-12,42,5858,150,20931.1,0,94,0,335.9,27987,26,54040,12,21380,0.748,28569
"60656",51,"12/19/2021",2021-12-25,236,4647,856,16849.8,1,62,3.6,224.8,27579,0,39701,0,17219,0.61,28218
"60656",52,"12/26/2021",2022-01-01,378,5025,1371,18220.4,0,62,0,224.8,27579,2,40397,0,17350,0.615,28218
"60656",1,"01/02/2022",2022-01-08,507,5532,1838,20058.7,3,65,10.9,235.7,27579,103,41211,19,17502,0.62,28218
"60656",2,"01/09/2022",2022-01-15,281,5813,1019,21077.6,0,65,0,235.7,27579,83,41968,10,17649,0.625,28218
"60601",5,"01/30/2022",2022-02-05,48,4037,327,27509.4,0,13,0,88.6,14675,38,33486,4,12381,0.821,15083
"60606",5,"01/30/2022",2022-02-05,8,825,258,26604.3,1,7,32.2,225.7,3101,10,8568,1,3386,1.03,3287
"60611",5,"01/30/2022",2022-02-05,51,5475,157,16884.6,1,26,3.1,80.2,32426,45,73323,2,27037,0.814,33224
"60656",3,"01/16/2022",2022-01-22,178,5991,645,21723.1,4,69,14.5,250.2,27579,100,42625,14,17789,0.63,28218
"60656",4,"01/23/2022",2022-01-29,105,6096,381,22103.8,0,69,0,250.2,27579,67,43194,11,17945,0.636,28218
"60656",5,"01/30/2022",2022-02-05,58,6154,210,22314.1,0,69,0,250.2,27579,45,43582,15,18097,0.641,28218
"60656",6,"02/06/2022",2022-02-12,46,6200,167,22480.9,0,69,0,250.2,27579,45,43947,18,18235,0.646,28218
"60656",7,"02/13/2022",2022-02-19,28,6228,102,22582.4,0,69,0,250.2,27579,33,44188,15,18342,0.65,28218
"60666",5,"01/30/2022",2022-02-05,0,8,0,0,0,0,0,0,0,1,132,0,75,0,0
"60602",5,"01/30/2022",2022-02-05,4,325,322,26125.4,0,3,0,241.2,1244,3,3693,0,1278,1.12,1145
"60607",5,"01/30/2022",2022-02-05,48,5993,162,20252.8,0,16,0,54.1,29591,33,58189,8,22731,0.776,29293
"60615",5,"01/30/2022",2022-02-05,55,6072,132,14609.1,1,71,2.4,170.8,41563,82,72122,31,28014,0.69,40590
"60621",5,"01/30/2022",2022-02-05,38,5205,131,17922.3,3,139,10.3,478.6,29042,60,31513,30,13152,0.469,28018
"60666",51,"12/19/2021",2021-12-25,1,7,0,0,0,0,0,0,0,0,126,0,74,0,0
"60604",5,"01/30/2022",2022-02-05,4,329,512,42071.6,0,0,0,0,782,6,2226,1,810,0.984,823
"60608",5,"01/30/2022",2022-02-05,107,14939,135,18861.2,1,193,1.3,243.7,79205,174,128898,49,51506,0.643,80059
"60610",5,"01/30/2022",2022-02-05,70,7692,179,19713.5,2,51,5.1,130.7,39019,40,75349,9,29232,0.721,40548
"60613",5,"01/30/2022",2022-02-05,85,9045,170,18049.2,0,61,0,121.7,50113,81,103589,20,40061,0.789,50761
"60614",5,"01/30/2022",2022-02-05,148,12970,208,18188.7,4,113,5.6,158.5,71308,56,130893,7,50421,0.701,71954
"60603",5,"01/30/2022",2022-02-05,2,252,170,21465.1,0,0,0,0,1174,6,4108,1,1417,1.35,1052
"60638",5,"01/30/2022",2022-02-05,78,14111,133,23999.5,1,173,1.7,294.2,58797,138,91537,71,37652,0.642,58669
"60609",5,"01/30/2022",2022-02-05,86,12888,140,20957.8,6,210,9.8,341.5,61495,229,95632,87,39064,0.641,60939
"60612",5,"01/30/2022",2022-02-05,34,7411,99,21599.5,1,93,2.9,271.1,34311,56,50447,21,20416,0.605,33735
"60617",5,"01/30/2022",2022-02-05,72,14912,87,18067.7,1,239,1.2,289.6,82534,181,110251,76,45210,0.541,83553
"60619",5,"01/30/2022",2022-02-05,61,10533,100,17194.5,2,209,3.3,341.2,61258,116,81307,47,33166,0.542,61207
"60666",52,"12/26/2021",2022-01-01,0,7,0,0,0,0,0,0,0,0,126,0,74,0,0
"60605",5,"01/30/2022",2022-02-05,50,4758,182,17289.9,0,14,0,50.9,27519,43,60055,5,22880,0.787,29060
"60616",5,"01/30/2022",2022-02-05,67,8018,123,14721.7,4,130,7.3,238.7,54464,91,98903,27,38844,0.717,54197
"60620",5,"01/30/2022",2022-02-05,66,11813,97,17347.6,5,271,7.3,398,68096,142,85124,72,35039,0.517,67711
"60632",5,"01/30/2022",2022-02-05,121,20698,133,22735.3,2,244,2.2,268,91039,435,156077,154,64037,0.713,89857
"60605",52,"12/26/2021",2022-01-01,503,3870,1828,14063,0,14,0,50.9,27519,7,56881,2,22425,0.772,29060
"60616",52,"12/26/2021",2022-01-01,785,6529,1441,11987.7,2,120,3.7,220.3,54464,4,90720,2,37169,0.686,54197
"60620",52,"12/26/2021",2022-01-01,1215,10231,1784,15024.4,6,226,8.8,331.9,68096,11,78008,0,33030,0.488,67711
"60632",52,"12/26/2021",2022-01-01,1517,17466,1666,19185.2,2,227,2.2,249.3,91039,9,139804,3,60451,0.673,89857
"60639",52,"12/26/2021",2022-01-01,1913,20215,2113,22332.8,2,280,2.2,309.3,90517,18,135674,6,58862,0.667,88204
"60601",4,"01/23/2022",2022-01-29,74,3989,504,27182.3,0,13,0,88.6,14675,27,33237,5,12353,0.819,15083
"60606",4,"01/23/2022",2022-01-29,10,817,322,26346.3,0,6,0,193.5,3101,4,8511,0,3380,1.03,3287
"60611",4,"01/23/2022",2022-01-29,76,5424,234,16727.3,2,25,6.2,77.1,32426,46,72974,9,26977,0.812,33224
"60645",4,"01/23/2022",2022-01-29,156,9449,327,19795.9,1,144,2.1,301.7,47732,110,84259,26,34062,0.721,47270
"60647",1,"01/02/2022",2022-01-08,1207,15395,1379,17592.5,3,170,3.4,194.3,87509,309,153211,46,62268,0.711,87633
"60647",2,"01/09/2022",2022-01-15,712,16107,814,18406.1,8,178,9.1,203.4,87509,298,155843,41,62679,0.715,87633
"60647",3,"01/16/2022",2022-01-22,397,16504,454,18859.8,3,181,3.4,206.8,87509,236,157811,23,63008,0.719,87633
"60647",4,"01/23/2022",2022-01-29,268,16772,306,19166,3,184,3.4,210.3,87509,239,159603,39,63436,0.724,87633
"60647",5,"01/30/2022",2022-02-05,145,16917,166,19331.7,1,185,1.1,211.4,87509,159,160995,47,63868,0.729,87633
"60647",6,"02/06/2022",2022-02-12,81,16998,93,19424.3,2,187,2.3,213.7,87509,123,162186,43,64253,0.733,87633
"60666",4,"01/23/2022",2022-01-29,0,8,0,0,0,0,0,0,0,1,131,0,75,0,0
"60602",4,"01/23/2022",2022-01-29,4,321,322,25803.9,0,3,0,241.2,1244,1,3677,0,1277,1.12,1145
"60607",4,"01/23/2022",2022-01-29,91,5945,308,20090.6,0,16,0,54.1,29591,51,57833,12,22631,0.773,29293
"60615",4,"01/23/2022",2022-01-29,70,6017,168,14476.8,2,70,4.8,168.4,41563,86,71530,19,27799,0.685,40590
"60621",4,"01/23/2022",2022-01-29,49,5167,169,17791.5,2,136,6.9,468.3,29042,52,31007,17,12942,0.462,28018
"60622",4,"01/23/2022",2022-01-29,166,10765,314,20391,2,98,3.8,185.6,52793,87,101123,12,39841,0.748,53294
"60625",4,"01/23/2022",2022-01-29,243,14767,307,18635.1,4,227,5,286.5,79243,217,146354,47,58195,0.733,79444
"60666",2,"01/09/2022",2022-01-15,0,8,0,0,0,0,0,0,0,0,128,0,74,0,0
"60603",4,"01/23/2022",2022-01-29,5,250,426,21294.7,0,0,0,0,1174,10,4052,1,1407,1.34,1052
"60605",4,"01/23/2022",2022-01-29,83,4708,302,17108.2,0,14,0,50.9,27519,49,59725,8,22819,0.785,29060
"60609",4,"01/23/2022",2022-01-29,160,12802,260,20818,7,204,11.4,331.7,61495,190,94156,47,38533,0.632,60939
"60616",4,"01/23/2022",2022-01-29,118,7951,217,14598.6,0,126,0,231.3,54464,156,98140,64,38614,0.712,54197
"60620",4,"01/23/2022",2022-01-29,95,11747,140,17250.6,9,266,13.2,390.6,68096,155,84076,46,34615,0.511,67711
"60624",4,"01/23/2022",2022-01-29,76,6976,210,19293.1,3,112,8.3,309.8,36158,63,43735,20,18281,0.524,34892
"60628",4,"01/23/2022",2022-01-29,84,11907,126,17845.2,5,295,7.5,442.1,66724,132,82005,41,33458,0.521,64254
"60632",4,"01/23/2022",2022-01-29,231,20577,254,22602.4,4,242,4.4,265.8,91039,405,153653,126,63172,0.703,89857
"60639",4,"01/23/2022",2022-01-29,228,23797,252,26290.1,2,291,2.2,321.5,90517,474,149465,100,61674,0.699,88204
