"Zip Code","Date","Total Doses - Daily","Total Doses - Cumulative","Vaccine Series Completed - Daily","Vaccine Series Completed - Cumulative","Vaccine Series Completed  - Percent Population","Population"
"60604","09/07/2021",3,1502,1,705,0.857,823
"60604","09/08/2021",2,1504,0,705,0.857,823
"60604","09/09/2021",2,1506,1,706,0.858,823
"60604","09/10/2021",2,1508,1,707,0.859,823
"60604","09/11/2021",2,1510,0,707,0.859,823
"60604","09/12/2021",0,1510,0,707,0.859,823
"60604","09/13/2021",0,1510,0,707,0.859,823
"60604","09/14/2021",2,1512,1,708,0.86,823
"60604","09/15/2021",0,1512,0,708,0.86,823
"60604","09/16/2021",1,1513,0,708,0.86,823
"60604","09/17/2021",0,1513,0,708,0.86,823
"60604","09/18/2021",1,1514,1,709,0.861,823
"60604","09/19/2021",1,1515,0,709,0.861,823
"60604","09/20/2021",1,1516,0,709,0.861,823
"60604","09/21/2021",2,1518,2,711,0.864,823
"60604","09/22/2021",1,1519,1,712,0.865,823
"60604","09/23/2021",4,1523,1,713,0.866,823
"60604","09/24/2021",8,1531,2,715,0.869,823
"60604","09/25/2021",3,1534,0,715,0.869,823
"60604","09/26/2021",4,1538,1,716,0.87,823
"60604","09/27/2021",3,1541,1,717,0.871,823
"60604","09/28/2021",6,1547,0,717,0.871,823
"60604","09/29/2021",2,1549,0,717,0.871,823
"60604","09/30/2021",9,1558,0,717,0.871,823
"60604","10/01/2021",10,1568,1,718,0.872,823
"60604","10/02/2021",4,1572,1,719,0.874,823
"60604","10/03/2021",3,1575,0,719,0.874,823
"60604","10/04/2021",7,1582,2,721,0.876,823
"60604","10/05/2021",6,1588,1,722,0.877,823
"60604","10/06/2021",1,1589,0,722,0.877,823
"60604","10/07/2021",1,1590,0,722,0.877,823
"60604","10/08/2021",7,1597,0,722,0.877,823
"60604","10/09/2021",2,1599,0,722,0.877,823
"60604","10/10/2021",1,1600,0,722,0.877,823
"60604","10/11/2021",3,1603,0,722,0.877,823
"60604","10/12/2021",4,1607,1,723,0.878,823
"60604","10/13/2021",2,1609,1,724,0.88,823
"60604","10/14/2021",7,1616,0,724,0.88,823
"60604","10/15/2021",3,1619,2,726,0.882,823
"60604","10/16/2021",0,1619,0,726,0.882,823
"60604","10/17/2021",3,1622,0,726,0.882,823
"60604","10/18/2021",5,1627,0,726,0.882,823
"60604","10/19/2021",5,1632,0,726,0.882,823
"60604","10/20/2021",3,1635,1,727,0.883,823
"60604","10/21/2021",2,1637,1,728,0.885,823
"60604","10/22/2021",6,1643,0,728,0.885,823
"60604","10/23/2021",3,1646,0,728,0.885,823
"60604","10/24/2021",1,1647,1,729,0.886,823
"60604","10/25/2021",10,1657,1,730,0.887,823
"60604","10/26/2021",14,1671,1,731,0.888,823
"60604","10/27/2021",7,1678,1,732,0.889,823
"60604","10/28/2021",1,1679,0,732,0.889,823
"60604","10/29/2021",9,1688,1,733,0.891,823
"60604","10/30/2021",2,1690,0,733,0.891,823
"60604","10/31/2021",0,1690,0,733,0.891,823
"60604","11/01/2021",5,1695,0,733,0.891,823
"60605","01/11/2021",236,2895,195,885,0.03,29060
"60605","01/15/2021",103,3484,29,1199,0.041,29060
"60604","02/04/2022",12,2220,2,809,0.983,823
"60604","02/05/2022",6,2226,1,810,0.984,823
"60604","02/06/2022",2,2228,0,810,0.984,823
"60603","11/22/2021",22,3403,1,1342,1.28,1052
"60603","11/23/2021",11,3414,0,1342,1.28,1052
"60603","11/24/2021",18,3432,3,1345,1.28,1052
"60603","11/25/2021",0,3432,0,1345,1.28,1052
"60603","11/26/2021",8,3440,1,1346,1.28,1052
"60603","11/27/2021",4,3444,0,1346,1.28,1052
"60603","11/28/2021",5,3449,0,1346,1.28,1052
"60603","11/29/2021",5,3454,2,1348,1.28,1052
"60603","11/30/2021",7,3461,1,1349,1.28,1052
"60603","12/01/2021",22,3483,3,1352,1.29,1052
"60603","12/02/2021",18,3501,4,1356,1.29,1052
"60603","12/03/2021",15,3516,2,1358,1.29,1052
"60603","12/05/2021",4,3533,1,1361,1.29,1052
"60603","12/06/2021",13,3546,1,1362,1.29,1052
"60603","12/08/2021",14,3580,1,1363,1.3,1052
"60603","12/09/2021",16,3596,1,1364,1.3,1052
"60603","12/10/2021",17,3613,1,1365,1.3,1052
"60610","04/22/2021",967,35489,378,14712,0.363,40548
"60610","04/23/2021",625,36114,387,15099,0.372,40548
"60610","04/24/2021",407,36521,220,15319,0.378,40548
"60610","04/25/2021",197,36718,91,15410,0.38,40548
"60610","04/26/2021",456,37174,340,15750,0.388,40548
"60610","04/27/2021",653,37827,525,16275,0.401,40548
